name,address,school_type,都道府県
比叡山中学校,滋賀県大津市坂本４丁目３－１,私立,滋賀県
幸福の科学学園関西中学校,滋賀県大津市仰木の里東二丁目１６番１号,私立,滋賀県
近江兄弟社中学校,滋賀県近江八幡市市井町１７７,私立,滋賀県
光泉カトリック中学校,滋賀県草津市野路町１７８,私立,滋賀県
立命館守山中学校,滋賀県守山市三宅町２５０,私立,滋賀県
滋賀学園中学校,滋賀県東近江市建部北町５２０－１,私立,滋賀県
洛星中学校,京都府京都市北区小松原南町３３,私立,京都府
同志社中学校,京都府京都市左京区岩倉大鷺町８９,私立,京都府
同志社女子中学校,京都府京都市上京区今出川通寺町西入玄武町６０２－１,私立,京都府
平安女学院中学校,京都府京都市上京区下立売通烏丸西入五町目町１７２－２,私立,京都府
京都産業大学附属中学校,京都府京都市下京区中堂寺命婦町１－１０,私立,京都府
京都文教中学校,京都府京都市左京区岡崎円勝寺町５,私立,京都府
ノートルダム女学院中学校,京都府京都市左京区鹿ケ谷桜谷町１１０,私立,京都府
東山中学校,京都府京都市左京区永観堂５１,私立,京都府
両洋中学校,京都府京都市中京区壬生上大竹町１３,私立,京都府
華頂女子中学校,京都府京都市東山区林下町３－４５６,私立,京都府
京都女子中学校,京都府京都市東山区今熊野北日吉町１７番地,私立,京都府
大谷中学校,京都府京都市東山区今熊野池田町１２,私立,京都府
一燈園中学校,京都府京都市山科区四ノ宮柳山町２９,私立,京都府
龍谷大学付属平安中学校,京都府京都市下京区北小路通大宮西入御器屋町３０番地,私立,京都府
京都光華中学校,京都府京都市右京区西京極野田町３９,私立,京都府
京都聖母学院中学校,京都府京都市伏見区深草田谷町１,私立,京都府
洛南高等学校附属中学校,京都府京都市南区壬生通八条下る東寺町５５９,私立,京都府
京都精華学園中学校,京都府京都市左京区吉田河原町５－１,私立,京都府
京都共栄学園中学校,京都府福知山市篠尾６２－５,私立,京都府
同志社国際中学校,京都府京田辺市多々羅都谷６０－１,私立,京都府
京都先端科学大学附属中学校,京都府京都市右京区花園寺ノ中町８番地,私立,京都府
立命館宇治中学校,京都府宇治市広野町八軒屋谷３３－１,私立,京都府
花園中学校,京都府京都市右京区花園木辻北町１,私立,京都府
京都国際中学校,京都府京都市東山区今熊野本多山町１,私立,京都府
京都橘中学校,京都府京都市伏見区桃山町伊賀５０,私立,京都府
立命館中学校,京都府長岡京市調子一丁目１番１号,私立,京都府
追手門学院大手前中学校,大阪府大阪市中央区大手前１－３－２０,私立,大阪府
相愛中学校,大阪府大阪市中央区本町４－１－２３,私立,大阪府
大阪女学院中学校,大阪府大阪市中央区玉造２－２６－５４,私立,大阪府
ヴェリタス城星学園中学校,大阪府大阪市中央区玉造２－２３－２６,私立,大阪府
明星中学校,大阪府大阪市天王寺区餌差町５－４４,私立,大阪府
清風中学校,大阪府大阪市天王寺区石ヶ辻町１２ー１６,私立,大阪府
上宮太子中学校,大阪府南河内郡太子町太子１０５３,私立,大阪府
大阪星光学院中学校,大阪府大阪市天王寺区伶人町１－６,私立,大阪府
四天王寺中学校,大阪府大阪市天王寺区四天王寺１－１１－７３,私立,大阪府
金蘭会中学校,大阪府大阪市北区大淀南３－３－７,私立,大阪府
プール学院中学校,大阪府大阪市生野区勝山北１－１９－３１,私立,大阪府
大阪信愛学院中学校,大阪府大阪市城東区古市２－７－３０,私立,大阪府
建国中学校,大阪府大阪市住吉区遠里小野２丁目３番１３号,私立,大阪府
帝塚山学院中学校,大阪府大阪市住吉区帝塚山中３－１０－５１,私立,大阪府
城南学園中学校,大阪府大阪市東住吉区照ヶ丘矢田２－１４－１０,私立,大阪府
浪速中学校,大阪府大阪市住吉区山之内２－１３－５７,私立,大阪府
大阪金剛インターナショナル中学校,大阪府大阪市住之江区南港北２－６－１０,私立,大阪府
開明中学校,大阪府大阪市城東区野江１－９－９,私立,大阪府
上宮学園中学校,大阪府大阪市天王寺区上之宮町３－１６,私立,大阪府
大阪産業大学附属中学校,大阪府大阪市城東区古市１－２０－２６,私立,大阪府
桃山学院中学校,大阪府大阪市阿倍野区昭和町３－１－６４,私立,大阪府
昇陽中学校,大阪府大阪市此花区朝日１－１－９,私立,大阪府
関西大学北陽中学校,大阪府大阪市東淀川区上新庄１－３－２６,私立,大阪府
常翔学園中学校,大阪府大阪市旭区大宮５－１６－１,私立,大阪府
大阪学芸高等学校附属中学校,大阪府大阪市住吉区長居１－４－１５,私立,大阪府
賢明学院中学校,大阪府堺市堺区霞ヶ丘町４－３－３０,私立,大阪府
梅花中学校,大阪府豊中市上野西１－５－３０,私立,大阪府
箕面自由学園中学校,大阪府豊中市宮山町４－２１－１,私立,大阪府
関西大学第一中学校,大阪府吹田市山手町３－３－２４,私立,大阪府
金蘭千里中学校,大阪府吹田市藤白台５－２５－２,私立,大阪府
高槻中学校,大阪府高槻市沢良木町２－５,私立,大阪府
大阪国際中学校,大阪府守口市松下町１番２８号,私立,大阪府
常翔啓光学園中学校,大阪府枚方市禁野本町１丁目１３－２１,私立,大阪府
ピーエル学園中学校,大阪府富田林市喜志２０５５番地,私立,大阪府
同志社香里中学校,大阪府寝屋川市三井南町１５－１,私立,大阪府
香里ヌヴェール学院中学校,大阪府寝屋川市美井町１８－１０,私立,大阪府
四條畷学園中学校,大阪府大東市学園町６－４５,私立,大阪府
アサンプション国際中学校,大阪府箕面市如意谷１－１３－２３,私立,大阪府
清教学園中学校,大阪府河内長野市末広町６２３,私立,大阪府
羽衣学園中学校,大阪府高石市東羽衣１－１１－５７,私立,大阪府
近畿大学附属中学校,大阪府東大阪市若江西新町５－３－１,私立,大阪府
樟蔭中学校,大阪府東大阪市菱屋西４－２－２６,私立,大阪府
大阪体育大学浪商中学校,大阪府泉南郡熊取町朝代台１－１,私立,大阪府
関西創価中学校,大阪府交野市寺３－２０－１,私立,大阪府
追手門学院中学校,大阪府茨木市太田東芝町１－１,私立,大阪府
清風南海中学校,大阪府高石市綾園５－７－６４,私立,大阪府
帝塚山学院泉ケ丘中学校,大阪府堺市南区晴美台４－２－１,私立,大阪府
大阪青凌中学校,大阪府三島郡島本町若山台１－１－１,私立,大阪府
早稲田摂陵中学校,大阪府茨木市宿久庄７－２０－１,私立,大阪府
履正社中学校,大阪府豊中市長興寺南４－３－１９,私立,大阪府
初芝富田林中学校,大阪府富田林市彼方１８０１,私立,大阪府
金光八尾中学校,大阪府八尾市柏村町１丁目６３番地,私立,大阪府
金光大阪中学校,大阪府高槻市東上牧１－３－１,私立,大阪府
関西学院千里国際中等部,大阪府箕面市小野原西４－４－１６,私立,大阪府
関西大倉中学校,大阪府茨木市室山２－１４－１,私立,大阪府
大阪桐蔭中学校,大阪府大東市中垣内３－１－１,私立,大阪府
東海大学付属大阪仰星高等学校中等部,大阪府枚方市桜丘町６０－１,私立,大阪府
大阪薫英女学院中学校,大阪府摂津市正雀１－４－１,私立,大阪府
初芝立命館中学校,大阪府堺市東区西野１９４－１,私立,大阪府
堺リベラル中学校,大阪府堺市堺区浅香山町１－２－２０,私立,大阪府
関西大学中等部,大阪府高槻市白梅町７－１,私立,大阪府
四天王寺東中学校,大阪府藤井寺市春日丘３－１－７８,私立,大阪府
甲南女子中学校,兵庫県神戸市東灘区森北町５－６－１,私立,兵庫県
灘中学校,兵庫県神戸市東灘区魚崎北町８－５－１,私立,兵庫県
六甲学院中学校,兵庫県神戸市灘区篠原伯母野山町２－４－１,私立,兵庫県
神戸海星女子学院中学校,兵庫県神戸市灘区青谷町２－７－１,私立,兵庫県
松蔭中学校,兵庫県神戸市灘区青谷町３－４－４７,私立,兵庫県
神戸龍谷中学校,兵庫県神戸市中央区中島通５－３－１,私立,兵庫県
神港学園神港中学校,兵庫県神戸市中央区山木通４丁目１９番２０号,私立,兵庫県
啓明学院中学校,兵庫県神戸市須磨区横尾９－５－１,私立,兵庫県
神戸山手女子中学校,兵庫県神戸市中央区諏訪山町６－１,私立,兵庫県
親和中学校,兵庫県神戸市灘区土山町６－１,私立,兵庫県
神戸星城中学校,兵庫県神戸市須磨区緑が丘１丁目１２－１,私立,兵庫県
神戸野田中学校,兵庫県神戸市長田区海運町６丁目１－７,私立,兵庫県
育英中学校,兵庫県神戸市長田区長尾町２丁目１－１５,私立,兵庫県
滝川中学校,兵庫県神戸市須磨区宝田町２－１－１,私立,兵庫県
神戸国際中学校,兵庫県神戸市須磨区高倉台７－２１－１,私立,兵庫県
愛徳学園中学校,兵庫県神戸市垂水区歌敷山３丁目６－４９,私立,兵庫県
生野学園中学校,兵庫県朝来市生野町栃原字西桝渕２８－２,私立,兵庫県
須磨学園中学校,兵庫県神戸市須磨区板宿町３丁目１５－１４,私立,兵庫県
滝川第二中学校,兵庫県神戸市西区春日台６－２３,私立,兵庫県
神戸学院大学附属中学校,兵庫県神戸市中央区港島中町４－６－３,私立,兵庫県
姫路女学院中学校,兵庫県姫路市豊沢町８３番地,私立,兵庫県
日ノ本学園中学校,兵庫県姫路市香寺町香呂８９０,私立,兵庫県
賢明女子学院中学校,兵庫県姫路市本町６８番地,私立,兵庫県
淳心学院中学校,兵庫県姫路市本町６８,私立,兵庫県
東洋大学附属姫路中学校,兵庫県姫路市書写木ノ下１６９９,私立,兵庫県
園田学園中学校,兵庫県尼崎市南塚口町１－２４－１６,私立,兵庫県
百合学院中学校,兵庫県尼崎市若王寺２－１８－２,私立,兵庫県
報徳学園中学校,兵庫県西宮市上大市５丁目２８－１９,私立,兵庫県
関西学院中学部,兵庫県西宮市上ケ原一番町１－１５５,私立,兵庫県
神戸女学院中学部,兵庫県西宮市岡田山４－１,私立,兵庫県
武庫川女子大学附属中学校,兵庫県西宮市枝川町４番１６号,私立,兵庫県
甲陽学院中学校,兵庫県西宮市中葭原町２－１５,私立,兵庫県
甲子園学院中学校,兵庫県西宮市瓦林町４－２５,私立,兵庫県
夙川中学校,兵庫県神戸市兵庫区会下山町１－７－１,私立,兵庫県
仁川学院中学校,兵庫県西宮市甲東園２丁目１３ー９,私立,兵庫県
蒼開中学校,兵庫県洲本市下加茂１－９－４８,私立,兵庫県
芦屋学園中学校,兵庫県芦屋市六麓荘町１６－１８,私立,兵庫県
甲南中学校,兵庫県芦屋市山手町３１－３,私立,兵庫県
近畿大学附属豊岡中学校,兵庫県豊岡市戸牧１００,私立,兵庫県
小林聖心女子学院中学校,兵庫県宝塚市塔の町３－１１３,私立,兵庫県
雲雀丘学園中学校,兵庫県宝塚市雲雀丘４－２－１,私立,兵庫県
白陵中学校,兵庫県高砂市阿弥陀町阿弥陀２２６０,私立,兵庫県
三田学園中学校,兵庫県三田市南が丘２－１３－６５,私立,兵庫県
奈良育英中学校,奈良県奈良市法蓮町１０００,私立,奈良県
奈良女子中学校,奈良県奈良市三条宮前町３－６,私立,奈良県
東大寺学園中学校,奈良県奈良市山陵町１３７５,私立,奈良県
帝塚山中学校,奈良県奈良市学園南３－１－３,私立,奈良県
天理中学校,奈良県天理市杣之内町８２７,私立,奈良県
智辯学園中学校,奈良県五條市野原中４丁目１番５１号,私立,奈良県
奈良学園中学校,奈良県大和郡山市山田町４３０番地,私立,奈良県
育英西中学校,奈良県奈良市三松４－６３７－１,私立,奈良県
西大和学園中学校,奈良県北葛城郡河合町大字薬井２９５,私立,奈良県
智辯学園奈良カレッジ中学部,奈良県香芝市田尻２６５番地,私立,奈良県
奈良学園登美ヶ丘中学校,奈良県奈良市中登美ヶ丘３－１５－１,私立,奈良県
和歌山信愛中学校,和歌山県和歌山市屋形町２－２３,私立,和歌山県
智辯学園和歌山中学校,和歌山県和歌山市冬野２０６６－１,私立,和歌山県
近畿大学附属和歌山中学校,和歌山県和歌山市善明寺５１６,私立,和歌山県
近畿大学附属新宮中学校,和歌山県新宮市新宮４９６６,私立,和歌山県
開智中学校,和歌山県和歌山市直川１１３－２,私立,和歌山県
きのくに子どもの村中学校,和歌山県橋本市彦谷５１,私立,和歌山県
初芝橋本中学校,和歌山県橋本市小峰台２－６－１,私立,和歌山県
米子北斗中学校,鳥取県米子市夜見５０,私立,鳥取県
湯梨浜学園中学校,鳥取県東伯郡湯梨浜町田畑３２―１,私立,鳥取県
青翔開智中学校,鳥取県鳥取市国府町新通り３丁目３０１－２,私立,鳥取県
開星中学校,島根県松江市西津田９－１１－１,私立,島根県
松徳学院中学校,島根県松江市上乃木１－１４－５１,私立,島根県
出雲北陵中学校,島根県出雲市西林木町３番地,私立,島根県
山陽学園中学校,岡山県岡山市中区門田屋敷２－２－１６,私立,岡山県
就実中学校,岡山県岡山市北区弓之町１４－２３,私立,岡山県
岡山中学校,岡山県岡山市南区箕島１５００,私立,岡山県
岡山理科大学附属中学校,岡山県岡山市北区理大町１－１,私立,岡山県
岡山学芸館清秀中学校,岡山県岡山市東区西大寺上１－１９－１９,私立,岡山県
吉備高原希望中学校,岡山県加賀郡吉備中央町高谷４９５,私立,岡山県
岡山白陵中学校,岡山県赤磐市勢力５８８,私立,岡山県
清心中学校,岡山県倉敷市二子１２００,私立,岡山県
金光学園中学校,岡山県浅口市金光町占見新田１３５０,私立,岡山県
蒼明学院中等部,岡山県笠岡市笠岡８７４,私立,岡山県
修道中学校,広島県広島市中区南千田西町８－１,私立,広島県
広島女学院中学校,広島県広島市中区上幟町１１－３２,私立,広島県
安田女子中学校,広島県広島市中区白島北町１－４１,私立,広島県
ノートルダム清心中学校,広島県広島市西区己斐東１丁目１０－１,私立,広島県
広陵中学校,広島県広島市安佐南区伴東三丁目１４番１号,私立,広島県
山陽中学校,広島県広島市西区観音新町４－１２－５,私立,広島県
広島翔洋中学校,広島県安芸郡坂町平成ケ浜三丁目３番１６号,私立,広島県
崇徳中学校,広島県広島市西区楠木町４－１５－１３,私立,広島県
進徳女子中学校,広島県広島市南区皆実町１－１－５８,私立,広島県
比治山女子中学校,広島県広島市南区西霞町５－１６,私立,広島県
広島城北中学校,広島県広島市東区戸坂城山町１番３号,私立,広島県
広島学院中学校,広島県広島市西区古江上一丁目６３０,私立,広島県
武田中学校,広島県東広島市黒瀬町大多田４４３ー５,私立,広島県
呉青山中学校,広島県呉市青山町２－１,私立,広島県
如水館中学校,広島県三原市深町１１８３,私立,広島県
尾道中学校,広島県尾道市向島町５５４８ー１０,私立,広島県
福山暁の星女子中学校,広島県福山市西深津町３－４－１,私立,広島県
盈進中学校,広島県福山市千田町千田４８７－４,私立,広島県
英数学館中学校,広島県福山市引野町９８０－１,私立,広島県
近畿大学附属広島中学校福山校,広島県福山市佐波町３８９,私立,広島県
銀河学院中学校,広島県福山市大門町大門１１９－８,私立,広島県
広島なぎさ中学校,広島県広島市佐伯区海老山南２－２－１,私立,広島県
ＡＩＣＪ中学校,広島県広島市安佐南区祇園三丁目１番１５号,私立,広島県
広島修道大学ひろしま協創中学校,広島県広島市西区井口４丁目６－１８,私立,広島県
広島新庄中学校,広島県山県郡北広島町新庄８４８,私立,広島県
広島三育学院中学校,広島県三原市大和町下徳良２９６－２,私立,広島県
近畿大学附属広島中学校東広島校,広島県東広島市高屋うめの辺２番,私立,広島県
山陽女学園中等部,広島県廿日市市佐方本町１－１,私立,広島県
広島国際学院中学校,広島県安芸郡海田町曽田１－５,私立,広島県
梅光学院中学校,山口県下関市丸山町２丁目９－１,私立,山口県
宇部フロンティア大学付属中学校,山口県宇部市文京町１－２５,私立,山口県
慶進中学校,山口県宇部市西琴芝２丁目１２－１８,私立,山口県
野田学園中学校,山口県山口市野田５６番地,私立,山口県
萩光塩学院中学校,山口県萩市大字東田町１５,私立,山口県
高水高等学校付属中学校,山口県岩国市尾津町２丁目２４－１８,私立,山口県
晃英館中学校,山口県周南市大字徳山５６２６番地の１,私立,山口県
高川学園中学校,山口県防府市大字台道３６３５番地,私立,山口県
学校法人生光学園生光学園中学校,徳島県徳島市応神町中原字宮ノ前３８,私立,徳島県
徳島文理中学校,徳島県徳島市山城西４－２０,私立,徳島県
香川県明善中学校,香川県高松市亀岡町１－１０,私立,香川県
香川県大手前高松中学校,香川県高松市室新町１１６６,私立,香川県
香川誠陵中学校,香川県高松市鬼無町佐料４６９－１,私立,香川県
大手前丸亀中学校,香川県丸亀市大手町１－６－１,私立,香川県
香川県藤井中学校,香川県丸亀市新浜町一丁目三番一号,私立,香川県
松山東雲中学校,愛媛県松山市大街道３－２－２４,私立,愛媛県
愛光中学校,愛媛県松山市衣山５－１６１０－１,私立,愛媛県
今治明徳中学校,愛媛県今治市阿方甲２８７,私立,愛媛県
帝京冨士中学校,愛媛県大洲市柚木９４７,私立,愛媛県
